Level,year,re288_state,base_state,Outs,Balls,Strikes,n_obs,run_expectancy
NECBL,2025,110|0|0-1,110,0,0,1,272,1.6580882352941178
NECBL,2025,110|0|0-2,110,0,0,2,131,1.4580152671755726
NECBL,2025,110|0|1-0,110,0,1,0,274,1.9744525547445255
NECBL,2025,110|0|1-1,110,0,1,1,241,1.946058091286307
NECBL,2025,110|0|1-2,110,0,1,2,198,1.6767676767676767
NECBL,2025,110|0|2-0,110,0,2,0,93,2.064516129032258
NECBL,2025,110|0|2-1,110,0,2,1,136,1.9044117647058822
NECBL,2025,110|0|2-2,110,0,2,2,173,1.7919075144508672
NECBL,2025,110|0|3-0,110,0,3,0,27,2.5555555555555554
NECBL,2025,110|0|3-1,110,0,3,1,65,2.1538461538461537
NECBL,2025,110|0|3-2,110,0,3,2,135,2.088888888888889
NECBL,2025,110|1|0-0,110,1,0,0,1055,1.095734597156398
NECBL,2025,110|1|0-1,110,1,0,1,442,1.0226244343891402
NECBL,2025,110|1|0-2,110,1,0,2,238,0.9453781512605042
NECBL,2025,110|1|1-0,110,1,1,0,450,1.0911111111111111
NECBL,2025,110|1|1-1,110,1,1,1,388,1.0515463917525774
NECBL,2025,110|1|1-2,110,1,1,2,324,0.8672839506172839
NECBL,2025,110|1|2-0,110,1,2,0,160,1.23125
NECBL,2025,110|1|2-1,110,1,2,1,226,1.2079646017699115
NECBL,2025,110|1|2-2,110,1,2,2,252,1.1706349206349207
NECBL,2025,110|1|3-0,110,1,3,0,60,1.1833333333333333
NECBL,2025,110|1|3-1,110,1,3,1,112,1.2678571428571428
NECBL,2025,110|1|3-2,110,1,3,2,155,1.232258064516129
NECBL,2025,110|2|0-0,110,2,0,0,1357,0.5151068533529846
NECBL,2025,110|2|0-1,110,2,0,1,620,0.40161290322580645
NECBL,2025,110|2|0-2,110,2,0,2,315,0.2634920634920635
NECBL,2025,110|2|1-0,110,2,1,0,544,0.6102941176470589
NECBL,2025,110|2|1-1,110,2,1,1,485,0.4927835051546392
NECBL,2025,110|2|1-2,110,2,1,2,460,0.40869565217391307
NECBL,2025,110|2|2-0,110,2,2,0,230,0.7652173913043478
NECBL,2025,110|2|2-1,110,2,2,1,286,0.6398601398601399
NECBL,2025,110|2|2-2,110,2,2,2,379,0.5145118733509235
NECBL,2025,110|2|3-0,110,2,3,0,76,0.7763157894736842
NECBL,2025,110|2|3-1,110,2,3,1,152,0.6644736842105263
NECBL,2025,110|2|3-2,110,2,3,2,245,0.5836734693877551
NECBL,2025,111|0|0-0,111,0,0,0,211,2.4312796208530805
NECBL,2025,111|0|0-1,111,0,0,1,93,2.4193548387096775
NECBL,2025,111|0|0-2,111,0,0,2,51,2.607843137254902
NECBL,2025,111|0|1-0,111,0,1,0,93,2.4086021505376345
NECBL,2025,111|0|1-1,111,0,1,1,78,2.0384615384615383
NECBL,2025,111|0|1-2,111,0,1,2,72,1.9444444444444444
NECBL,2025,111|0|2-0,111,0,2,0,32,2.6875
NECBL,2025,111|0|2-1,111,0,2,1,45,2.4
NECBL,2025,111|0|2-2,111,0,2,2,57,2.3157894736842106
NECBL,2025,111|0|3-0,111,0,3,0,10,2.9
NECBL,2025,111|0|3-1,111,0,3,1,20,3.1
NECBL,2025,111|0|3-2,111,0,3,2,51,2.9019607843137254
NECBL,2025,111|1|0-0,111,1,0,0,394,1.66751269035533
NECBL,2025,111|1|0-1,111,1,0,1,171,1.7543859649122806
NECBL,2025,111|1|0-2,111,1,0,2,84,1.6071428571428572
NECBL,2025,111|1|1-0,111,1,1,0,173,1.6011560693641618
NECBL,2025,111|1|1-1,111,1,1,1,169,1.6390532544378698
NECBL,2025,111|1|1-2,111,1,1,2,142,1.323943661971831
NECBL,2025,111|1|2-0,111,1,2,0,46,1.9130434782608696
NECBL,2025,111|1|2-1,111,1,2,1,80,1.8
NECBL,2025,111|1|2-2,111,1,2,2,99,1.6464646464646464
NECBL,2025,111|1|3-0,111,1,3,0,22,1.9545454545454546
NECBL,2025,111|1|3-1,111,1,3,1,44,1.7954545454545454
NECBL,2025,111|1|3-2,111,1,3,2,72,1.9166666666666667
NECBL,2025,111|2|0-0,111,2,0,0,508,0.8740157480314961
NECBL,2025,111|2|0-1,111,2,0,1,243,0.6049382716049383
NECBL,2025,111|2|0-2,111,2,0,2,139,0.4676258992805755
NECBL,2025,111|2|1-0,111,2,1,0,209,1.1531100478468899
NECBL,2025,111|2|1-1,111,2,1,1,180,0.6611111111111111
NECBL,2025,111|2|1-2,111,2,1,2,169,0.41420118343195267
NECBL,2025,111|2|2-0,111,2,2,0,80,1.725
NECBL,2025,111|2|2-1,111,2,2,1,89,1.0786516853932584
NECBL,2025,111|2|2-2,111,2,2,2,122,0.6885245901639344
NECBL,2025,111|2|3-0,111,2,3,0,42,2.0476190476190474
NECBL,2025,111|2|3-1,111,2,3,1,46,1.6521739130434783
NECBL,2025,111|2|3-2,111,2,3,2,64,1.0
NECBL,2026,000|0|0-0,000,0,0,0,811,0.5339087546239211
NECBL,2026,000|0|0-1,000,0,0,1,368,0.4375
NECBL,2026,000|0|0-2,000,0,0,2,197,0.49238578680203043
NECBL,2026,000|0|1-0,000,0,1,0,341,0.6275659824046921
NECBL,2026,000|0|1-1,000,0,1,1,308,0.474025974025974
NECBL,2026,000|0|1-2,000,0,1,2,267,0.4157303370786517
NECBL,2026,000|0|2-0,000,0,2,0,134,0.6716417910447762
NECBL,2026,000|0|2-1,000,0,2,1,171,0.6081871345029239
NECBL,2026,000|0|2-2,000,0,2,2,236,0.5
NECBL,2026,000|0|3-0,000,0,3,0,46,0.782608695652174
NECBL,2026,000|0|3-1,000,0,3,1,94,0.5531914893617021
NECBL,2026,000|0|3-2,000,0,3,2,176,0.5511363636363636
NECBL,2026,000|1|0-0,000,1,0,0,539,0.29313543599257885
NECBL,2026,000|1|0-1,000,1,0,1,232,0.2629310344827586
NECBL,2026,000|1|0-2,000,1,0,2,101,0.09900990099009901
NECBL,2026,000|1|1-0,000,1,1,0,248,0.33064516129032256
NECBL,2026,000|1|1-1,000,1,1,1,217,0.30414746543778803
NECBL,2026,000|1|1-2,000,1,1,2,164,0.25609756097560976
NECBL,2026,000|1|2-0,000,1,2,0,96,0.4583333333333333
NECBL,2026,000|1|2-1,000,1,2,1,130,0.4153846153846154
NECBL,2026,000|1|2-2,000,1,2,2,177,0.2824858757062147
NECBL,2026,000|1|3-0,000,1,3,0,40,0.65
NECBL,2026,000|1|3-1,000,1,3,1,57,0.6140350877192983
NECBL,2026,000|1|3-2,000,1,3,2,121,0.2231404958677686
NECBL,2026,000|2|0-0,000,2,0,0,376,0.07446808510638298
NECBL,2026,000|2|0-1,000,2,0,1,167,0.08383233532934131
NECBL,2026,000|2|0-2,000,2,0,2,97,0.10309278350515463
NECBL,2026,000|2|1-0,000,2,1,0,172,0.05813953488372093
NECBL,2026,000|2|1-1,000,2,1,1,144,0.05555555555555555
NECBL,2026,000|2|1-2,000,2,1,2,137,0.08759124087591241
NECBL,2026,000|2|2-0,000,2,2,0,79,0.06329113924050633
NECBL,2026,000|2|2-1,000,2,2,1,88,0.07954545454545454
NECBL,2026,000|2|2-2,000,2,2,2,134,0.09701492537313433
NECBL,2026,000|2|3-0,000,2,3,0,24,0.08333333333333333
NECBL,2026,000|2|3-1,000,2,3,1,45,0.13333333333333333
NECBL,2026,000|2|3-2,000,2,3,2,99,0.16161616161616163
NECBL,2026,001|0|0-0,001,0,0,0,7,1.0
NECBL,2026,001|0|0-1,001,0,0,1,5,0.8
NECBL,2026,001|0|0-2,001,0,0,2,1,0.0
NECBL,2026,001|0|1-0,001,0,1,0,3,1.0
NECBL,2026,001|0|1-1,001,0,1,1,5,0.8
NECBL,2026,001|0|1-2,001,0,1,2,3,1.0
NECBL,2026,001|0|2-0,001,0,2,0,1,2.0
NECBL,2026,001|0|2-1,001,0,2,1,5,0.6
NECBL,2026,001|0|2-2,001,0,2,2,6,0.5
NECBL,2026,001|0|3-1,001,0,3,1,2,0.5
NECBL,2026,001|0|3-2,001,0,3,2,1,3.0
NECBL,2026,001|1|0-0,001,1,0,0,11,0.6363636363636364
NECBL,2026,001|1|0-1,001,1,0,1,4,0.5
NECBL,2026,001|1|0-2,001,1,0,2,3,0.3333333333333333
NECBL,2026,001|1|1-0,001,1,1,0,7,0.8571428571428571
NECBL,2026,001|1|1-1,001,1,1,1,6,1.0
NECBL,2026,001|1|1-2,001,1,1,2,9,0.5555555555555556
NECBL,2026,001|1|2-0,001,1,2,0,1,1.0
NECBL,2026,001|1|2-1,001,1,2,1,4,1.0
NECBL,2026,001|1|2-2,001,1,2,2,8,0.875
NECBL,2026,001|1|3-2,001,1,3,2,3,1.0
NECBL,2026,001|2|0-0,001,2,0,0,16,0.25
NECBL,2026,001|2|0-1,001,2,0,1,6,0.16666666666666666
NECBL,2026,001|2|0-2,001,2,0,2,4,0.0
NECBL,2026,001|2|1-0,001,2,1,0,10,0.2
NECBL,2026,001|2|1-1,001,2,1,1,11,0.18181818181818182
NECBL,2026,001|2|1-2,001,2,1,2,8,0.125
NECBL,2026,001|2|2-0,001,2,2,0,2,0.5
NECBL,2026,001|2|2-1,001,2,2,1,7,0.42857142857142855
NECBL,2026,001|2|2-2,001,2,2,2,4,0.0
NECBL,2026,001|2|3-0,001,2,3,0,1,0.0
NECBL,2026,001|2|3-1,001,2,3,1,5,0.6
NECBL,2026,001|2|3-2,001,2,3,2,7,0.14285714285714285
NECBL,2026,010|0|0-0,010,0,0,0,26,1.1538461538461537
NECBL,2026,010|0|0-1,010,0,0,1,14,0.9285714285714286
NECBL,2026,010|0|0-2,010,0,0,2,6,0.6666666666666666
NECBL,2026,010|0|1-0,010,0,1,0,15,1.1333333333333333
NECBL,2026,010|0|1-1,010,0,1,1,22,1.1363636363636365
NECBL,2026,010|0|1-2,010,0,1,2,21,1.0
NECBL,2026,010|0|2-0,010,0,2,0,8,2.25
NECBL,2026,010|0|2-1,010,0,2,1,14,1.9285714285714286
NECBL,2026,010|0|2-2,010,0,2,2,16,1.25
NECBL,2026,010|0|3-0,010,0,3,0,6,2.0
NECBL,2026,010|0|3-1,010,0,3,1,15,1.6666666666666667
NECBL,2026,010|0|3-2,010,0,3,2,19,1.263157894736842
NECBL,2026,010|1|0-0,010,1,0,0,81,0.7901234567901234
NECBL,2026,010|1|0-1,010,1,0,1,37,0.7297297297297297
NECBL,2026,010|1|0-2,010,1,0,2,18,0.7222222222222222
NECBL,2026,010|1|1-0,010,1,1,0,42,0.8809523809523809
NECBL,2026,010|1|1-1,010,1,1,1,48,0.8333333333333334
NECBL,2026,010|1|1-2,010,1,1,2,30,0.4
NECBL,2026,010|1|2-0,010,1,2,0,15,1.0666666666666667
NECBL,2026,010|1|2-1,010,1,2,1,31,0.8387096774193549
NECBL,2026,010|1|2-2,010,1,2,2,48,0.9166666666666666
NECBL,2026,010|1|3-0,010,1,3,0,6,1.3333333333333333
NECBL,2026,010|1|3-1,010,1,3,1,11,1.0909090909090908
NECBL,2026,010|1|3-2,010,1,3,2,31,1.096774193548387
NECBL,2026,010|2|0-0,010,2,0,0,110,0.34545454545454546
NECBL,2026,010|2|0-1,010,2,0,1,49,0.12244897959183673
NECBL,2026,010|2|0-2,010,2,0,2,29,0.10344827586206896
NECBL,2026,010|2|1-0,010,2,1,0,63,0.42857142857142855
NECBL,2026,010|2|1-1,010,2,1,1,61,0.2459016393442623
NECBL,2026,010|2|1-2,010,2,1,2,61,0.18032786885245902
NECBL,2026,010|2|2-0,010,2,2,0,21,0.5714285714285714
NECBL,2026,010|2|2-1,010,2,2,1,29,0.5172413793103449
NECBL,2026,010|2|2-2,010,2,2,2,61,0.32786885245901637
NECBL,2026,010|2|3-0,010,2,3,0,10,0.4
NECBL,2026,010|2|3-1,010,2,3,1,17,0.47058823529411764
NECBL,2026,010|2|3-2,010,2,3,2,38,0.2894736842105263
NECBL,2026,011|0|0-0,011,0,0,0,4,2.0
NECBL,2026,011|0|0-1,011,0,0,1,4,2.0
NECBL,2026,011|0|0-2,011,0,0,2,1,1.0
NECBL,2026,011|0|1-1,011,0,1,1,4,2.5
NECBL,2026,011|0|2-1,011,0,2,1,3,1.6666666666666667
NECBL,2026,011|0|2-2,011,0,2,2,2,1.0
NECBL,2026,011|0|3-1,011,0,3,1,1,3.0
NECBL,2026,011|0|3-2,011,0,3,2,3,1.0
NECBL,2026,011|1|0-0,011,1,0,0,16,1.375
NECBL,2026,011|1|0-1,011,1,0,1,7,1.1428571428571428
NECBL,2026,011|1|0-2,011,1,0,2,5,1.2
NECBL,2026,011|1|1-0,011,1,1,0,6,0.8333333333333334
NECBL,2026,011|1|1-1,011,1,1,1,6,0.8333333333333334
NECBL,2026,011|1|1-2,011,1,1,2,11,1.0909090909090908
NECBL,2026,011|1|2-0,011,1,2,0,2,1.5
NECBL,2026,011|1|2-2,011,1,2,2,1,0.0
NECBL,2026,011|1|3-0,011,1,3,0,1,2.0
NECBL,2026,011|2|0-0,011,2,0,0,26,0.6923076923076923
NECBL,2026,011|2|0-1,011,2,0,1,14,0.35714285714285715
NECBL,2026,011|2|0-2,011,2,0,2,10,0.0
NECBL,2026,011|2|1-0,011,2,1,0,8,0.875
NECBL,2026,011|2|1-1,011,2,1,1,9,0.7777777777777778
NECBL,2026,011|2|1-2,011,2,1,2,7,0.0
NECBL,2026,011|2|2-0,011,2,2,0,2,1.0
NECBL,2026,011|2|2-1,011,2,2,1,4,0.5
NECBL,2026,011|2|2-2,011,2,2,2,3,0.0
NECBL,2026,011|2|3-0,011,2,3,0,1,2.0
NECBL,2026,011|2|3-1,011,2,3,1,2,2.0
NECBL,2026,011|2|3-2,011,2,3,2,2,1.0
NECBL,2026,100|0|0-0,100,0,0,0,263,0.9277566539923955
NECBL,2026,100|0|0-1,100,0,0,1,125,0.832
NECBL,2026,100|0|0-2,100,0,0,2,56,0.9285714285714286
NECBL,2026,100|0|1-0,100,0,1,0,104,0.9903846153846154
NECBL,2026,100|0|1-1,100,0,1,1,84,0.8571428571428571
NECBL,2026,100|0|1-2,100,0,1,2,70,0.6
NECBL,2026,100|0|2-0,100,0,2,0,44,0.9545454545454546
NECBL,2026,100|0|2-1,100,0,2,1,45,0.9555555555555556
NECBL,2026,100|0|2-2,100,0,2,2,67,0.6865671641791045
NECBL,2026,100|0|3-0,100,0,3,0,17,0.9411764705882353
NECBL,2026,100|0|3-1,100,0,3,1,25,1.32
NECBL,2026,100|0|3-2,100,0,3,2,36,0.6944444444444444
NECBL,2026,100|1|0-0,100,1,0,0,315,0.6444444444444445
NECBL,2026,100|1|0-1,100,1,0,1,127,0.6220472440944882
NECBL,2026,100|1|0-2,100,1,0,2,68,0.75
NECBL,2026,100|1|1-0,100,1,1,0,135,0.6592592592592592
NECBL,2026,100|1|1-1,100,1,1,1,93,0.44086021505376344
NECBL,2026,100|1|1-2,100,1,1,2,83,0.8795180722891566
NECBL,2026,100|1|2-0,100,1,2,0,52,0.8461538461538461
NECBL,2026,100|1|2-1,100,1,2,1,55,0.509090909090909
NECBL,2026,100|1|2-2,100,1,2,2,61,0.47540983606557374
NECBL,2026,100|1|3-0,100,1,3,0,22,1.2272727272727273
NECBL,2026,100|1|3-1,100,1,3,1,36,0.5833333333333334
NECBL,2026,100|1|3-2,100,1,3,2,42,0.40476190476190477
NECBL,2026,100|2|0-0,100,2,0,0,297,0.19528619528619529
NECBL,2026,100|2|0-1,100,2,0,1,135,0.2074074074074074
NECBL,2026,100|2|0-2,100,2,0,2,57,0.017543859649122806
NECBL,2026,100|2|1-0,100,2,1,0,110,0.19090909090909092
NECBL,2026,100|2|1-1,100,2,1,1,96,0.20833333333333334
NECBL,2026,100|2|1-2,100,2,1,2,80,0.0625
NECBL,2026,100|2|2-0,100,2,2,0,42,0.3333333333333333
NECBL,2026,100|2|2-1,100,2,2,1,62,0.27419354838709675
NECBL,2026,100|2|2-2,100,2,2,2,68,0.04411764705882353
NECBL,2026,100|2|3-0,100,2,3,0,14,0.5714285714285714
NECBL,2026,100|2|3-1,100,2,3,1,29,0.4827586206896552
NECBL,2026,100|2|3-2,100,2,3,2,39,0.15384615384615385
NECBL,2026,101|0|0-0,101,0,0,0,9,2.2222222222222223
NECBL,2026,101|0|0-1,101,0,0,1,4,1.75
NECBL,2026,101|0|0-2,101,0,0,2,1,0.0
NECBL,2026,101|0|1-0,101,0,1,0,5,2.6
NECBL,2026,101|0|1-1,101,0,1,1,1,1.0
NECBL,2026,101|0|1-2,101,0,1,2,2,1.5
NECBL,2026,101|0|2-0,101,0,2,0,3,3.3333333333333335
NECBL,2026,101|0|2-1,101,0,2,1,2,4.5
NECBL,2026,101|0|2-2,101,0,2,2,2,1.0
NECBL,2026,101|0|3-1,101,0,3,1,2,4.5
NECBL,2026,101|1|0-0,101,1,0,0,14,1.5
NECBL,2026,101|1|0-1,101,1,0,1,7,2.7142857142857144
NECBL,2026,101|1|0-2,101,1,0,2,3,2.3333333333333335
NECBL,2026,101|1|1-0,101,1,1,0,6,1.8333333333333333
NECBL,2026,101|1|1-1,101,1,1,1,12,1.0833333333333333
NECBL,2026,101|1|1-2,101,1,1,2,9,0.8888888888888888
NECBL,2026,101|1|2-0,101,1,2,0,4,2.5
NECBL,2026,101|1|2-1,101,1,2,1,5,2.8
NECBL,2026,101|1|2-2,101,1,2,2,20,2.25
NECBL,2026,101|1|3-0,101,1,3,0,4,1.25
NECBL,2026,101|1|3-1,101,1,3,1,2,1.0
NECBL,2026,101|1|3-2,101,1,3,2,7,2.4285714285714284
NECBL,2026,101|2|0-0,101,2,0,0,26,1.0
NECBL,2026,101|2|0-1,101,2,0,1,16,0.75
NECBL,2026,101|2|0-2,101,2,0,2,15,0.3333333333333333
NECBL,2026,101|2|1-0,101,2,1,0,8,0.875
NECBL,2026,101|2|1-1,101,2,1,1,8,1.125
NECBL,2026,101|2|1-2,101,2,1,2,3,1.3333333333333333
NECBL,2026,101|2|2-0,101,2,2,0,5,1.0
NECBL,2026,101|2|2-1,101,2,2,1,9,0.8888888888888888
NECBL,2026,101|2|2-2,101,2,2,2,11,1.4545454545454546
NECBL,2026,101|2|3-0,101,2,3,0,2,1.0
NECBL,2026,101|2|3-1,101,2,3,1,6,0.3333333333333333
NECBL,2026,101|2|3-2,101,2,3,2,12,1.3333333333333333
NECBL,2026,110|0|0-0,110,0,0,0,102,1.5392156862745099
NECBL,2026,110|0|0-1,110,0,0,1,48,1.2291666666666667
NECBL,2026,110|0|0-2,110,0,0,2,37,1.2162162162162162
NECBL,2026,110|0|1-0,110,0,1,0,39,1.6666666666666667
NECBL,2026,110|0|1-1,110,0,1,1,34,1.2058823529411764
NECBL,2026,110|0|1-2,110,0,1,2,36,0.9444444444444444
NECBL,2026,110|0|2-0,110,0,2,0,16,1.8125
NECBL,2026,110|0|2-1,110,0,2,1,18,1.5555555555555556
NECBL,2026,110|0|2-2,110,0,2,2,38,1.0263157894736843
NECBL,2026,110|0|3-0,110,0,3,0,6,2.1666666666666665
NECBL,2026,110|0|3-1,110,0,3,1,9,2.0
NECBL,2026,110|0|3-2,110,0,3,2,26,1.1153846153846154
NECBL,2026,110|1|0-0,110,1,0,0,177,1.112994350282486
NECBL,2026,110|1|0-1,110,1,0,1,71,0.9014084507042254
NECBL,2026,110|1|0-2,110,1,0,2,31,0.45161290322580644
NECBL,2026,110|1|1-0,110,1,1,0,84,1.2380952380952381
NECBL,2026,110|1|1-1,110,1,1,1,66,0.8787878787878788
NECBL,2026,110|1|1-2,110,1,1,2,52,0.8461538461538461
NECBL,2026,110|1|2-0,110,1,2,0,33,1.7878787878787878
NECBL,2026,110|1|2-1,110,1,2,1,35,1.0571428571428572
NECBL,2026,110|1|2-2,110,1,2,2,39,0.8461538461538461
NECBL,2026,110|1|3-0,110,1,3,0,19,2.1052631578947367
NECBL,2026,110|1|3-1,110,1,3,1,20,1.3
NECBL,2026,110|1|3-2,110,1,3,2,36,0.9722222222222222
NECBL,2026,110|2|0-0,110,2,0,0,198,0.4797979797979798
NECBL,2026,110|2|0-1,110,2,0,1,95,0.35789473684210527
NECBL,2026,110|2|0-2,110,2,0,2,55,0.36363636363636365
NECBL,2026,110|2|1-0,110,2,1,0,80,0.5625
NECBL,2026,110|2|1-1,110,2,1,1,72,0.3611111111111111
NECBL,2026,110|2|1-2,110,2,1,2,65,0.23076923076923078
NECBL,2026,110|2|2-0,110,2,2,0,29,0.5172413793103449
NECBL,2026,110|2|2-1,110,2,2,1,52,0.5
NECBL,2026,110|2|2-2,110,2,2,2,52,0.21153846153846154
NECBL,2026,110|2|3-0,110,2,3,0,5,0.4
NECBL,2026,110|2|3-1,110,2,3,1,24,0.7083333333333334
NECBL,2026,110|2|3-2,110,2,3,2,43,0.7209302325581395
NECBL,2026,111|0|0-0,111,0,0,0,30,1.9
NECBL,2026,111|0|0-1,111,0,0,1,16,1.625
NECBL,2026,111|0|0-2,111,0,0,2,5,1.6
NECBL,2026,111|0|1-0,111,0,1,0,12,2.25
NECBL,2026,111|0|1-1,111,0,1,1,17,2.0588235294117645
NECBL,2026,111|0|1-2,111,0,1,2,11,0.9090909090909091
NECBL,2026,111|0|2-0,111,0,2,0,5,2.2
NECBL,2026,111|0|2-1,111,0,2,1,11,2.3636363636363638
NECBL,2026,111|0|2-2,111,0,2,2,8,1.25
NECBL,2026,111|0|3-0,111,0,3,0,2,2.0
NECBL,2026,111|0|3-1,111,0,3,1,5,1.2
NECBL,2026,111|0|3-2,111,0,3,2,11,0.7272727272727273
NECBL,2026,111|1|0-0,111,1,0,0,62,1.7580645161290323
NECBL,2026,111|1|0-1,111,1,0,1,30,1.6666666666666667
NECBL,2026,111|1|0-2,111,1,0,2,15,1.2666666666666666
NECBL,2026,111|1|1-0,111,1,1,0,27,1.8518518518518519
NECBL,2026,111|1|1-1,111,1,1,1,23,1.7391304347826086
NECBL,2026,111|1|1-2,111,1,1,2,16,1.6875
NECBL,2026,111|1|2-0,111,1,2,0,9,2.7777777777777777
NECBL,2026,111|1|2-1,111,1,2,1,18,2.388888888888889
NECBL,2026,111|1|2-2,111,1,2,2,21,1.8095238095238095
NECBL,2026,111|1|3-0,111,1,3,0,4,2.25
NECBL,2026,111|1|3-1,111,1,3,1,9,2.111111111111111
NECBL,2026,111|1|3-2,111,1,3,2,16,1.875
NECBL,2026,111|2|0-0,111,2,0,0,80,0.825
NECBL,2026,111|2|0-1,111,2,0,1,31,0.6774193548387096
NECBL,2026,111|2|0-2,111,2,0,2,16,0.5
NECBL,2026,111|2|1-0,111,2,1,0,37,0.8378378378378378
NECBL,2026,111|2|1-1,111,2,1,1,27,0.7037037037037037
NECBL,2026,111|2|1-2,111,2,1,2,32,0.625
NECBL,2026,111|2|2-0,111,2,2,0,14,0.9285714285714286
NECBL,2026,111|2|2-1,111,2,2,1,10,1.2
NECBL,2026,111|2|2-2,111,2,2,2,25,1.36
NECBL,2026,111|2|3-0,111,2,3,0,7,1.2857142857142858
NECBL,2026,111|2|3-1,111,2,3,1,10,1.2
NECBL,2026,111|2|3-2,111,2,3,2,13,1.5384615384615385
NWL,2025,000|0|0-0,000,0,0,0,7328,0.6959606986899564
NWL,2025,000|0|0-1,000,0,0,1,3110,0.5996784565916399
NWL,2025,000|0|0-2,000,0,0,2,1449,0.47066942719116633
NWL,2025,000|0|1-0,000,0,1,0,3304,0.7944915254237288
NWL,2025,000|0|1-1,000,0,1,1,2772,0.6933621933621934
NWL,2025,000|0|1-2,000,0,1,2,2211,0.5386702849389416
NWL,2025,000|0|2-0,000,0,2,0,1347,0.9175946547884187
NWL,2025,000|0|2-1,000,0,2,1,1773,0.7980823463056965
NWL,2025,000|0|2-2,000,0,2,2,2073,0.6396526772793053
NWL,2025,000|0|3-0,000,0,3,0,536,1.1809701492537314
NWL,2025,000|0|3-1,000,0,3,1,953,0.9475341028331584
NWL,2025,000|0|3-2,000,0,3,2,1584,0.7777777777777778
NWL,2025,000|1|0-0,000,1,0,0,4618,0.3514508445214379
NWL,2025,000|1|0-1,000,1,0,1,2031,0.3032988675529296
NWL,2025,000|1|0-2,000,1,0,2,1023,0.20625610948191594
NWL,2025,000|1|1-0,000,1,1,0,2101,0.36744407425035697
NWL,2025,000|1|1-1,000,1,1,1,1766,0.3289920724801812
NWL,2025,000|1|1-2,000,1,1,2,1486,0.26379542395693134
NWL,2025,000|1|2-0,000,1,2,0,869,0.4522439585730725
NWL,2025,000|1|2-1,000,1,2,1,1127,0.37710736468500444
NWL,2025,000|1|2-2,000,1,2,2,1439,0.27032661570535094
NWL,2025,000|1|3-0,000,1,3,0,311,0.6237942122186495
NWL,2025,000|1|3-1,000,1,3,1,597,0.4824120603015075
NWL,2025,000|1|3-2,000,1,3,2,1003,0.353938185443669
NWL,2025,000|2|0-0,000,2,0,0,3308,0.12243047158403869
NWL,2025,000|2|0-1,000,2,0,1,1437,0.09116214335421016
NWL,2025,000|2|0-2,000,2,0,2,654,0.06116207951070336
NWL,2025,000|2|1-0,000,2,1,0,1555,0.1607717041800643
NWL,2025,000|2|1-1,000,2,1,1,1358,0.11266568483063329
NWL,2025,000|2|1-2,000,2,1,2,1074,0.08752327746741155
NWL,2025,000|2|2-0,000,2,2,0,630,0.2111111111111111
NWL,2025,000|2|2-1,000,2,2,1,810,0.1419753086419753
NWL,2025,000|2|2-2,000,2,2,2,1026,0.10623781676413255
NWL,2025,000|2|3-0,000,2,3,0,263,0.29277566539923955
NWL,2025,000|2|3-1,000,2,3,1,448,0.19196428571428573
NWL,2025,000|2|3-2,000,2,3,2,716,0.1829608938547486
NWL,2025,001|0|0-0,001,0,0,0,30,1.3666666666666667
NWL,2025,001|0|0-1,001,0,0,1,14,1.2142857142857142
NWL,2025,001|0|0-2,001,0,0,2,8,1.125
NWL,2025,001|0|1-0,001,0,1,0,16,1.4375
NWL,2025,001|0|1-1,001,0,1,1,17,1.5294117647058822
NWL,2025,001|0|1-2,001,0,1,2,15,2.0
NWL,2025,001|0|2-0,001,0,2,0,4,1.0
NWL,2025,001|0|2-1,001,0,2,1,17,1.411764705882353
NWL,2025,001|0|2-2,001,0,2,2,18,1.5
NWL,2025,001|0|3-0,001,0,3,0,3,0.6666666666666666
NWL,2025,001|0|3-1,001,0,3,1,14,1.0
NWL,2025,001|0|3-2,001,0,3,2,23,1.1304347826086956
NWL,2025,001|1|0-0,001,1,0,0,74,0.918918918918919
NWL,2025,001|1|0-1,001,1,0,1,36,1.0833333333333333
NWL,2025,001|1|0-2,001,1,0,2,15,0.8
NWL,2025,001|1|1-0,001,1,1,0,33,0.9696969696969697
NWL,2025,001|1|1-1,001,1,1,1,34,1.0294117647058822
NWL,2025,001|1|1-2,001,1,1,2,26,1.0384615384615385
NWL,2025,001|1|2-0,001,1,2,0,20,0.9
NWL,2025,001|1|2-1,001,1,2,1,20,0.95
NWL,2025,001|1|2-2,001,1,2,2,26,0.7307692307692307
NWL,2025,001|1|3-0,001,1,3,0,6,0.6666666666666666
NWL,2025,001|1|3-1,001,1,3,1,16,1.0625
NWL,2025,001|1|3-2,001,1,3,2,24,1.125
NWL,2025,001|2|0-0,001,2,0,0,127,0.23622047244094488
NWL,2025,001|2|0-1,001,2,0,1,67,0.31343283582089554
NWL,2025,001|2|0-2,001,2,0,2,26,0.19230769230769232
NWL,2025,001|2|1-0,001,2,1,0,62,0.1774193548387097
NWL,2025,001|2|1-1,001,2,1,1,64,0.296875
NWL,2025,001|2|1-2,001,2,1,2,66,0.22727272727272727
NWL,2025,001|2|2-0,001,2,2,0,37,0.2702702702702703
NWL,2025,001|2|2-1,001,2,2,1,39,0.3076923076923077
NWL,2025,001|2|2-2,001,2,2,2,60,0.3
NWL,2025,001|2|3-0,001,2,3,0,17,0.4117647058823529
NWL,2025,001|2|3-1,001,2,3,1,26,0.2692307692307692
